marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
étonnée,0,0,2,etonnee,repaired_high,,,False,étonné,surprise,high,inflected_or_extended_marker
étouffé,0,0,2,etouffe,no_match,,,False,,,,
étranger,0,0,2,etranger,no_match,,,False,,,,
étudier,0,0,2,etudier,no_match,,,False,,,,
événement,0,0,2,evenement,no_match,,,False,,,,
île,0,0,2,ile,no_match,,,False,,,,
achever,0,0,1,achever,no_match,,,False,,,,
achevé,0,0,1,acheve,no_match,,,False,,,,
acteur,0,0,1,acteur,no_match,,,False,,,,
activité,0,0,1,activite,no_match,,,False,,,,
activités,0,0,1,activites,no_match,,,False,,,,
actrice,0,0,1,actrice,no_match,,,False,,,,
adjuvant,0,0,1,adjuvant,no_match,,,False,,,,
adjuvants,0,0,1,adjuvants,no_match,,,False,,,,
admiratif,0,0,1,admiratif,repaired_high,,,False,admiration,admiration,high,shared_long_stem_edit_distance
admiratifs,0,0,1,admiratifs,no_match,,,False,admiration,admiration,medium,shared_long_stem_edit_distance
admirée,0,0,1,admiree,repaired_high,,,False,admirer,admiration,high,shared_long_stem_edit_distance
affliger,0,0,1,affliger,exact,affliger,tristesse,True,,,,
affligés,0,0,1,affliges,repaired_high,,,False,affliger,tristesse,high,shared_long_stem_edit_distance
agroalimentaire,0,0,1,agroalimentaire,no_match,,,False,,,,
agroalimentaires,0,0,1,agroalimentaires,no_match,,,False,,,,
aient,0,0,1,aient,no_match,,,False,,,,
alarmantes,0,0,1,alarmantes,repaired_high,,,False,alarmant,peur,high,inflected_or_extended_marker
alarmants,0,0,1,alarmants,repaired_high,,,False,alarmant,peur,high,inflected_or_extended_marker
alarmer,0,0,1,alarmer,exact,alarmer,peur,True,,,,
amusée,0,0,1,amusee,repaired_high,,,False,amuser,joie,high,shared_long_stem_edit_distance
américain,0,0,1,americain,no_match,,,False,,,,
américaine,0,0,1,americaine,no_match,,,False,,,,
ancêtre,0,0,1,ancetre,no_match,,,False,,,,
ancêtres,0,0,1,ancetres,no_match,,,False,,,,
angoissante,0,0,1,angoissante,repaired_high,,,False,angoissant,peur,high,inflected_or_extended_marker
angoissantes,0,0,1,angoissantes,repaired_high,,,False,angoissant,peur,high,inflected_or_extended_marker
angoissés,0,0,1,angoisses,repaired_high,,,False,angoisse,peur,high,inflected_or_extended_marker
animer,0,0,1,animer,no_match,,,False,,,,
animé,0,0,1,anime,no_match,,,False,,,,
antenne,0,0,1,antenne,no_match,,,False,,,,
antennes,0,0,1,antennes,no_match,,,False,,,,
antibiotique,0,0,1,antibiotique,no_match,,,False,,,,
antibiotiques,0,0,1,antibiotiques,no_match,,,False,,,,
appartenaient,0,0,1,appartenaient,no_match,,,False,,,,
appartenir,0,0,1,appartenir,no_match,,,False,,,,
arrive,0,0,1,arrive,no_match,,,False,,,,
arrivé,0,0,1,arrive,no_match,,,False,,,,
arrêtent,0,0,1,arretent,no_match,,,False,,,,
arrêter,0,0,1,arreter,no_match,,,False,,,,
artistes,0,0,1,artistes,no_match,,,False,,,,
athlète,0,0,1,athlete,no_match,,,False,,,,
athlètes,0,0,1,athletes,no_match,,,False,,,,
attaque,0,0,1,attaque,no_match,,,False,,,,
attaques,0,0,1,attaques,no_match,,,False,,,,
attentats,0,0,1,attentats,no_match,,,False,,,,
attristant,0,0,1,attristant,exact,attristant,tristesse,True,,,,
attristé,0,0,1,attriste,repaired_high,,,False,attrister,tristesse,high,truncated_prefix_marker
au-delà,0,0,1,au-dela,no_match,,,False,,,,
augment,0,0,1,augment,no_match,,,False,,,,
augmente,0,0,1,augmente,no_match,,,False,,,,
autoriser,0,0,1,autoriser,no_match,,,False,,,,
autorisé,0,0,1,autorise,no_match,,,False,,,,
bactérie,0,0,1,bacterie,no_match,,,False,,,,
bactéries,0,0,1,bacteries,no_match,,,False,,,,
bas,0,0,1,bas,no_match,,,False,,,,
beau,0,0,1,beau,no_match,,,False,,,,
beaux,0,0,1,beaux,no_match,,,False,,,,
besoins,0,0,1,besoins,no_match,,,False,,,,
bien-être,0,0,1,bien-etre,exact,bien-être,joie,True,,,,
blessant,0,0,1,blessant,no_match,,,False,,,,
blessants,0,0,1,blessants,no_match,,,False,,,,
blessée,0,0,1,blessee,no_match,,,False,,,,
bonbon,0,0,1,bonbon,no_match,,,False,,,,
bonbons,0,0,1,bonbons,no_match,,,False,,,,
bonnes,0,0,1,bonnes,no_match,,,False,,,,
boucher,0,0,1,boucher,no_match,,,False,,,,
bouchers-charcutiers,0,0,1,bouchers-charcutiers,no_match,,,False,,,,
boudeur,0,0,1,boudeur,exact,boudeur,colere,True,,,,
boudeuse,0,0,1,boudeuse,no_match,,,False,boudeur,colere,medium,shared_long_stem_edit_distance
bâtiment,0,0,1,batiment,no_match,,,False,,,,
bâtiments,0,0,1,batiments,no_match,,,False,,,,
calédonien,0,0,1,caledonien,no_match,,,False,,,,
calédoniens,0,0,1,caledoniens,no_match,,,False,,,,
cauchemars,0,0,1,cauchemars,repaired_high,,,False,cauchemar,peur,high,inflected_or_extended_marker
certaines,0,0,1,certaines,no_match,,,False,,,,
charcutier,0,0,1,charcutier,no_match,,,False,,,,
chimique,0,0,1,chimique,no_match,,,False,,,,
chimiques,0,0,1,chimiques,no_match,,,False,,,,
choisie,0,0,1,choisie,no_match,,,False,,,,
choisir,0,0,1,choisir,no_match,,,False,,,,
choquent,0,0,1,choquent,no_match,,,False,,,,
civil,0,0,1,civil,no_match,,,False,,,,
civile,0,0,1,civile,no_match,,,False,,,,
combler,0,0,1,combler,no_match,,,False,,,,
comblé,0,0,1,comble,no_match,,,False,,,,
communiqu,0,0,1,communiqu,no_match,,,False,,,,
communique,0,0,1,communique,no_match,,,False,,,,
concerne,0,0,1,concerne,no_match,,,False,,,,
concerner,0,0,1,concerner,no_match,,,False,,,,
consterner,0,0,1,consterner,exact,consterner,tristesse,True,,,,
consterné,0,0,1,consterne,repaired_high,,,False,consterner,tristesse,high,truncated_prefix_marker
conséquence,0,0,1,consequence,no_match,,,False,,,,
conséquences,0,0,1,consequences,no_match,,,False,,,,
contamination,0,0,1,contamination,no_match,,,False,,,,
contaminations,0,0,1,contaminations,no_match,,,False,,,,
coquillette,0,0,1,coquillette,no_match,,,False,,,,
coquillettes,0,0,1,coquillettes,no_match,,,False,,,,
couloir,0,0,1,couloir,no_match,,,False,,,,
couloirs,0,0,1,couloirs,no_match,,,False,,,,
coup,0,0,1,coup,no_match,,,False,,,,
coups,0,0,1,coups,no_match,,,False,,,,
craignait,0,0,1,craignait,no_match,,,False,,,,
craignant,0,0,1,craignant,no_match,,,False,,,,
craignon,0,0,1,craignon,no_match,,,False,,,,
craignons,0,0,1,craignons,no_match,,,False,,,,
crain,0,0,1,crain,repaired_high,,,False,crainte,peur,high,truncated_prefix_marker
crains,0,0,1,crains,no_match,,,False,crainte,peur,medium,shared_long_stem_edit_distance
crainte,0,0,1,crainte,exact,crainte,peur,True,,,,
craintes,0,0,1,craintes,repaired_high,,,False,crainte,peur,high,inflected_or_extended_marker
craintif,0,0,1,craintif,exact,craintif,peur,True,,,,
craintives,0,0,1,craintives,no_match,,,False,,,,
croc,0,0,1,croc,no_match,,,False,,,,
crocs,0,0,1,crocs,no_match,,,False,,,,
croie,0,0,1,croie,no_match,,,False,,,,
croient,0,0,1,croient,no_match,,,False,,,,
culpabiliser,0,0,1,culpabiliser,exact,culpabiliser,culpabilite,True,,,,
culpabilisé,0,0,1,culpabilise,repaired_high,,,False,culpabiliser,culpabilite,high,truncated_prefix_marker
curieuse,0,0,1,curieuse,no_match,,,False,curieux,desir,medium,shared_long_stem_edit_distance
curieux,0,0,1,curieux,exact,curieux,desir,True,,,,
côte,0,0,1,cote,no_match,,,False,,,,
côtes,0,0,1,cotes,no_match,,,False,,,,
d'amour,0,0,1,d'amour,no_match,,,False,,,,
d'angoisse,0,0,1,d'angoisse,no_match,,,False,,,,
d'autre,0,0,1,d'autre,no_match,,,False,,,,
d'autres,0,0,1,d'autres,no_match,,,False,,,,
d'avoir,0,0,1,d'avoir,no_match,,,False,,,,
degoutez,0,0,1,degoutez,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
degoutée,0,0,1,degoutee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
derniers,0,0,1,derniers,no_match,,,False,,,,
dernières,0,0,1,dernieres,no_match,,,False,,,,
devraient,0,0,1,devraient,no_match,,,False,,,,
dieux,0,0,1,dieux,no_match,,,False,,,,
différent,0,0,1,different,no_match,,,False,,,,
différents,0,0,1,differents,no_match,,,False,,,,
dirigeants,0,0,1,dirigeants,no_match,,,False,,,,
diriger,0,0,1,diriger,no_match,,,False,,,,
dirigé,0,0,1,dirige,no_match,,,False,,,,
dramatiques,0,0,1,dramatiques,repaired_high,,,False,dramatique,tristesse,high,inflected_or_extended_marker
droit,0,0,1,droit,no_match,,,False,,,,
droits,0,0,1,droits,no_match,,,False,,,,
débouch,0,0,1,debouch,no_match,,,False,,,,
débouche,0,0,1,debouche,no_match,,,False,,,,
décider,0,0,1,decider,no_match,,,False,,,,
décidé,0,0,1,decide,no_match,,,False,,,,
décontenancer,0,0,1,decontenancer,exact,décontenancer,surprise,True,,,,
décontenancée,0,0,1,decontenancee,exact,décontenancée,surprise,True,,,,
décourager,0,0,1,decourager,exact,décourager,tristesse,True,,,,
découragés,0,0,1,decourages,repaired_high,,,False,décourager,tristesse,high,shared_long_stem_edit_distance
découvre,0,0,1,decouvre,no_match,,,False,,,,
découvrir,0,0,1,decouvrir,no_match,,,False,,,,
dégeulasse,0,0,1,degeulasse,no_match,,,False,,,,
dégeuler,0,0,1,degeuler,no_match,,,False,,,,
dégouteee,0,0,1,degouteee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
dégouteeee,0,0,1,degouteeee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
dégouter,0,0,1,degouter,exact,dégoûter,degout,True,,,,
dégoutée,0,0,1,degoutee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
dégoûtantes,0,0,1,degoutantes,repaired_high,,,False,dégoûtant,degout,high,inflected_or_extended_marker
dégoûtants,0,0,1,degoutants,repaired_high,,,False,dégoûtant,degout,high,inflected_or_extended_marker
dégoûtée,0,0,1,degoutee,repaired_high,,,False,dégoûté,degout,high,inflected_or_extended_marker
dégradant,0,0,1,degradant,no_match,,,False,,,,
dégradantes,0,0,1,degradantes,no_match,,,False,,,,
dégât,0,0,1,degat,no_match,,,False,,,,
dégâts,0,0,1,degats,no_match,,,False,,,,
délic,0,0,1,delic,repaired_high,,,False,délice,joie,high,truncated_prefix_marker
délice,0,0,1,delice,exact,délice,joie,True,,,,
démoralisé,0,0,1,demoralise,repaired_high,,,False,démoraliser,tristesse,high,truncated_prefix_marker
démoralisés,0,0,1,demoralises,repaired_high,,,False,démoraliser,tristesse,high,shared_long_stem_edit_distance
dépressions,0,0,1,depressions,no_match,,,False,,,,
déranger,0,0,1,deranger,no_match,,,False,,,,
dérangera,0,0,1,derangera,no_match,,,False,,,,
désavantager,0,0,1,desavantager,no_match,,,False,,,,
désavantagés,0,0,1,desavantages,no_match,,,False,,,,
désespérément,0,0,1,desesperement,no_match,,,False,désespéré,tristesse,medium,inflected_or_extended_marker
désespérémer,0,0,1,desesperemer,repaired_high,,,False,désespérer,tristesse,high,shared_long_stem_edit_distance
désoler,0,0,1,desoler,no_match,,,False,,,,
désolée,0,0,1,desolee,no_match,,,False,,,,
dévalorisant,0,0,1,devalorisant,no_match,,,False,,,,
dévalorisants,0,0,1,devalorisants,no_match,,,False,,,,
dû,0,0,1,du,no_match,,,False,,,,
eau,0,0,1,eau,no_match,,,False,,,,
eaux,0,0,1,eaux,no_match,,,False,,,,
effet,0,0,1,effet,no_match,,,False,,,,
effets,0,0,1,effets,no_match,,,False,,,,
effondrée,0,0,1,effondree,no_match,,,False,,,,
effrai,0,0,1,effrai,no_match,,,False,effroi,peur,medium,same_prefix_fuzzy
effraie,0,0,1,effraie,no_match,,,False,effrayer,peur,medium,shared_long_stem_edit_distance
effraient,0,0,1,effraient,no_match,,,False,,,,
effrayante,0,0,1,effrayante,repaired_high,,,False,effrayant,peur,high,inflected_or_extended_marker
emballer,0,0,1,emballer,no_match,,,False,,,,
emballés,0,0,1,emballes,no_match,,,False,,,,
embêtées,0,0,1,embetees,no_match,,,False,embêter,deplaisir,medium,shared_long_stem_edit_distance
employé,0,0,1,employe,no_match,,,False,,,,
employés,0,0,1,employes,no_match,,,False,,,,
emporte,0,0,1,emporte,no_match,,,False,,,,
emporter,0,0,1,emporter,no_match,,,False,,,,
engagé,0,0,1,engage,no_match,,,False,,,,
ennuie,0,0,1,ennuie,repaired_high,,,False,ennui,tristesse,high,inflected_or_extended_marker
ennuyer,0,0,1,ennuyer,exact,ennuyer,tristesse,True,,,,
enragé,0,0,1,enrage,exact,enragé,colere,True,,,,
entière,0,0,1,entiere,no_match,,,False,,,,
entières,0,0,1,entieres,no_match,,,False,,,,
entour,0,0,1,entour,no_match,,,False,,,,
entoure,0,0,1,entoure,no_match,,,False,,,,
entraîne,0,0,1,entraine,repaired_high,,,False,entrain,joie,high,inflected_or_extended_marker
entraîner,0,0,1,entrainer,repaired_high,,,False,entrain,joie,high,inflected_or_extended_marker
erreur,0,0,1,erreur,no_match,,,False,,,,
erreurs,0,0,1,erreurs,no_match,,,False,,,,
espionner,0,0,1,espionner,no_match,,,False,,,,
espionnées,0,0,1,espionnees,no_match,,,False,,,,
européen,0,0,1,europeen,no_match,,,False,,,,
européens,0,0,1,europeens,no_match,,,False,,,,
exaspérer,0,0,1,exasperer,exact,exaspérer,colere,True,,,,
exaspérés,0,0,1,exasperes,repaired_high,,,False,exaspérer,colere,high,shared_long_stem_edit_distance
excus,0,0,1,excus,no_match,,,False,,,,
excuse,0,0,1,excuse,no_match,,,False,,,,
existant,0,0,1,existant,no_match,,,False,,,,
existants,0,0,1,existants,no_match,,,False,,,,
existe,0,0,1,existe,no_match,,,False,,,,
existent,0,0,1,existent,no_match,,,False,,,,
extraordinaires,0,0,1,extraordinaires,no_match,,,False,,,,
facteur,0,0,1,facteur,no_match,,,False,,,,
facteurs,0,0,1,facteurs,no_match,,,False,,,,
faisaient,0,0,1,faisaient,no_match,,,False,,,,
faisait,0,0,1,faisait,no_match,,,False,,,,
falloir,0,0,1,falloir,no_match,,,False,,,,
fass,0,0,1,fass,no_match,,,False,,,,
fasse,0,0,1,fasse,no_match,,,False,,,,
faut,0,0,1,faut,no_match,,,False,faute,culpabilite,medium,same_prefix_fuzzy
ferait,0,0,1,ferait,no_match,,,False,,,,
fesse,0,0,1,fesse,no_match,,,False,,,,
fesses,0,0,1,fesses,no_match,,,False,,,,
fille,0,0,1,fille,no_match,,,False,,,,
filles,0,0,1,filles,no_match,,,False,,,,
finie,0,0,1,finie,no_match,,,False,,,,
finisse,0,0,1,finisse,no_match,,,False,,,,
fissurer,0,0,1,fissurer,no_match,,,False,,,,
fissurée,0,0,1,fissuree,no_match,,,False,,,,
fonctionnent,0,0,1,fonctionnent,no_match,,,False,,,,
fonctionner,0,0,1,fonctionner,no_match,,,False,,,,
foyer,0,0,1,foyer,no_match,,,False,,,,
foyers,0,0,1,foyers,no_match,,,False,,,,
françaises,0,0,1,francaises,no_match,,,False,,,,
froisser,0,0,1,froisser,no_match,,,False,,,,
froissé,0,0,1,froisse,no_match,,,False,,,,
frustrée,0,0,1,frustree,repaired_high,,,False,frustrer,deplaisir,high,shared_long_stem_edit_distance
furieuses,0,0,1,furieuses,no_match,,,False,furie,colere,medium,inflected_or_extended_marker
fâchai,0,0,1,fachai,no_match,,,False,,,,
fâchais,0,0,1,fachais,no_match,,,False,,,,
fâchée,0,0,1,fachee,repaired_high,,,False,fâché,colere,high,inflected_or_extended_marker
félicite,0,0,1,felicite,exact,félicité,joie,True,,,,
félicitée,0,0,1,felicitee,repaired_high,,,False,félicité,joie,high,inflected_or_extended_marker
gouverner,0,0,1,gouverner,no_match,,,False,,,,
gouverné,0,0,1,gouverne,no_match,,,False,,,,
graves,0,0,1,graves,no_match,,,False,,,,
gronde,0,0,1,gronde,no_match,,,False,,,,
gronder,0,0,1,gronder,no_match,,,False,,,,
grosse,0,0,1,grosse,no_match,,,False,,,,
habitation,0,0,1,habitation,no_match,,,False,,,,
habitations,0,0,1,habitations,no_match,,,False,,,,
harceleur,0,0,1,harceleur,no_match,,,False,,,,
harceleurs,0,0,1,harceleurs,no_match,,,False,,,,
hilare,0,0,1,hilare,exact,hilare,joie,True,,,,
hilares,0,0,1,hilares,repaired_high,,,False,hilare,joie,high,inflected_or_extended_marker
homosexuelles,0,0,1,homosexuelles,no_match,,,False,,,,
homosexuels,0,0,1,homosexuels,no_match,,,False,,,,
humains,0,0,1,humains,no_match,,,False,,,,
humanisent,0,0,1,humanisent,no_match,,,False,,,,
humaniser,0,0,1,humaniser,no_match,,,False,,,,
humiliées,0,0,1,humiliees,repaired_high,,,False,humilié,embarras,high,inflected_or_extended_marker
humiliés,0,0,1,humilies,repaired_high,,,False,humilié,embarras,high,inflected_or_extended_marker
hurle,0,0,1,hurle,repaired_high,,,False,hurler,comportement,high,truncated_prefix_marker
hurler,0,0,1,hurler,exact,hurler,comportement,True,,,,
hôtel,0,0,1,hotel,no_match,,,False,,,,
hôtel-restaurant,0,0,1,hotel-restaurant,no_match,,,False,,,,
idol,0,0,1,idol,no_match,,,False,,,,
idole,0,0,1,idole,no_match,,,False,,,,
ile-de-france,0,0,1,ile-de-france,no_match,,,False,,,,
immenses,0,0,1,immenses,no_match,,,False,,,,
important,0,0,1,important,repaired_high,,,False,importun,colere,high,shared_long_stem_edit_distance
importante,0,0,1,importante,no_match,,,False,,,,
impressionnent,0,0,1,impressionnent,no_match,,,False,,,,
inattendue,0,0,1,inattendue,no_match,,,False,,,,
industrie,0,0,1,industrie,no_match,,,False,,,,
industries,0,0,1,industries,no_match,,,False,,,,
indépendant,0,0,1,independant,no_match,,,False,,,,
indépendants,0,0,1,independants,no_match,,,False,,,,
influence,0,0,1,influence,no_match,,,False,,,,
injecter,0,0,1,injecter,no_match,,,False,,,,
injectés,0,0,1,injectes,no_match,,,False,,,,
inquiétée,0,0,1,inquietee,repaired_high,,,False,inquiéter,peur,high,shared_long_stem_edit_distance
installation,0,0,1,installation,no_match,,,False,,,,
installations,0,0,1,installations,no_match,,,False,,,,
insultées,0,0,1,insultees,no_match,,,False,,,,
insultés,0,0,1,insultes,no_match,,,False,,,,
intentionné,0,0,1,intentionne,no_match,,,False,,,,
intentionnées,0,0,1,intentionnees,no_match,,,False,,,,
intimidation,0,0,1,intimidation,no_match,,,False,,,,
intimidations,0,0,1,intimidations,no_match,,,False,,,,
intrigué,0,0,1,intrigue,no_match,,,False,,,,
intrigués,0,0,1,intrigues,no_match,,,False,,,,
introduire,0,0,1,introduire,no_match,,,False,,,,
introduisent,0,0,1,introduisent,no_match,,,False,,,,
iront,0,0,1,iront,no_match,,,False,,,,
isoler,0,0,1,isoler,exact,isoler,tristesse,True,,,,
isolées,0,0,1,isolees,repaired_high,,,False,isolé,tristesse,high,inflected_or_extended_marker
jalousie,0,0,1,jalousie,exact,jalousie,jalousie,True,,,,
jalousies,0,0,1,jalousies,repaired_high,,,False,jalousie,jalousie,high,inflected_or_extended_marker
jean-marie,0,0,1,jean-marie,no_match,,,False,,,,
jeune,0,0,1,jeune,no_match,,,False,,,,
jeunes,0,0,1,jeunes,no_match,,,False,,,,
journaliste,0,0,1,journaliste,no_match,,,False,,,,
journalistes,0,0,1,journalistes,no_match,,,False,,,,
jovial,0,0,1,jovial,exact,jovial,joie,True,,,,
joviales,0,0,1,joviales,repaired_high,,,False,jovial,joie,high,inflected_or_extended_marker
joyeuse,0,0,1,joyeuse,repaired_high,,,False,joyeuseté,joie,high,truncated_prefix_marker
l'histoire,0,0,1,l'histoire,no_match,,,False,,,,
l'influence,0,0,1,l'influence,no_match,,,False,,,,
lasser,0,0,1,lasser,exact,lasser,comportement,True,,,,
libertés,0,0,1,libertes,no_match,,,False,,,,
librement,0,0,1,librement,no_match,,,False,,,,
libremer,0,0,1,libremer,no_match,,,False,,,,
licencier,0,0,1,licencier,no_match,,,False,,,,
licenciées,0,0,1,licenciees,no_match,,,False,,,,
lois,0,0,1,lois,no_match,,,False,,,,
loups,0,0,1,loups,no_match,,,False,,,,
lui-même,0,0,1,lui-meme,no_match,,,False,,,,
là-bas,0,0,1,la-bas,no_match,,,False,,,,
léger,0,0,1,leger,no_match,,,False,,,,
légère,0,0,1,legere,no_match,,,False,,,,
m'aurait,0,0,1,m'aurait,no_match,,,False,,,,
magiques,0,0,1,magiques,no_match,,,False,,,,
magnifiques,0,0,1,magnifiques,no_match,,,False,,,,
maison,0,0,1,maison,no_match,,,False,,,,
maisons,0,0,1,maisons,no_match,,,False,,,,
malheureuse,0,0,1,malheureuse,repaired_high,,,False,malheureux,tristesse,high,shared_long_stem_edit_distance
malheureuses,0,0,1,malheureuses,no_match,,,False,malheur,tristesse,medium,inflected_or_extended_marker
maltraité,0,0,1,maltraite,no_match,,,False,,,,
maltraités,0,0,1,maltraites,no_match,,,False,,,,
marrer,0,0,1,marrer,exact,marrer,joie,True,,,,
massif,0,0,1,massif,no_match,,,False,,,,
massive,0,0,1,massive,no_match,,,False,,,,
mauvaises,0,0,1,mauvaises,repaired_high,,,False,mauvaiseté,inhumanite,high,shared_long_stem_edit_distance
meilleur,0,0,1,meilleur,no_match,,,False,,,,
meilleure,0,0,1,meilleure,no_match,,,False,,,,
membre,0,0,1,membre,no_match,,,False,,,,
membres,0,0,1,membres,no_match,,,False,,,,
menacées,0,0,1,menacees,repaired_high,,,False,menace,peur,high,inflected_or_extended_marker
menaçaient,0,0,1,menacaient,repaired_high,,,False,menaçant,peur,high,shared_long_stem_edit_distance
menaçants,0,0,1,menacants,repaired_high,,,False,menaçant,peur,high,inflected_or_extended_marker
mette,0,0,1,mette,no_match,,,False,,,,
million,0,0,1,million,no_match,,,False,,,,
millions,0,0,1,millions,no_match,,,False,,,,
ministres,0,0,1,ministres,no_match,,,False,,,,
montr,0,0,1,montr,no_match,,,False,,,,
moquer,0,0,1,moquer,no_match,,,False,,,,
moquerie,0,0,1,moquerie,no_match,,,False,,,,
moqueries,0,0,1,moqueries,no_match,,,False,,,,
moqué,0,0,1,moque,no_match,,,False,,,,
musulman,0,0,1,musulman,no_match,,,False,,,,
musulmans,0,0,1,musulmans,no_match,,,False,,,,
mécontente,0,0,1,mecontente,repaired_high,,,False,mécontenter,colere,high,truncated_prefix_marker
mécontentemer,0,0,1,mecontentemer,repaired_high,,,False,mécontenter,colere,high,shared_long_stem_edit_distance
mécontentent,0,0,1,mecontentent,repaired_high,,,False,mécontentement,colere,high,shared_long_stem_edit_distance
mécontenter,0,0,1,mecontenter,exact,mécontenter,colere,True,,,,
mécontentes,0,0,1,mecontentes,repaired_high,,,False,mécontenter,colere,high,shared_long_stem_edit_distance
méfiantes,0,0,1,mefiantes,repaired_high,,,False,méfiant,peur,high,inflected_or_extended_marker
méfiants,0,0,1,mefiants,repaired_high,,,False,méfiant,peur,high,inflected_or_extended_marker
mêmes,0,0,1,memes,no_match,,,False,,,,
n'avais,0,0,1,n'avais,no_match,,,False,,,,
nauséabond,0,0,1,nauseabond,no_match,,,False,,,,
nauséabonde,0,0,1,nauseabonde,no_match,,,False,,,,
neige,0,0,1,neige,no_match,,,False,,,,
neiges,0,0,1,neiges,no_match,,,False,,,,
nerveuse,0,0,1,nerveuse,no_match,,,False,nerveux,comportement,medium,shared_long_stem_edit_distance
nerveux,0,0,1,nerveux,exact,nerveux,comportement,True,,,,
noires,0,0,1,noires,no_match,,,False,,,,
noirs,0,0,1,noirs,no_match,,,False,,,,
nord-coréens,0,0,1,nord-coreens,no_match,,,False,,,,
nouvelle,0,0,1,nouvelle,no_match,,,False,,,,
nouvelles,0,0,1,nouvelles,no_match,,,False,,,,
nucléaires,0,0,1,nucleaires,no_match,,,False,,,,
obligerait,0,0,1,obligerait,no_match,,,False,,,,
océan,0,0,1,ocean,no_match,,,False,,,,
océans,0,0,1,oceans,no_match,,,False,,,,
oiseau,0,0,1,oiseau,no_match,,,False,,,,
oiseaux,0,0,1,oiseaux,no_match,,,False,,,,
onde,0,0,1,onde,no_match,,,False,,,,
ondes,0,0,1,ondes,no_match,,,False,,,,
opposer,0,0,1,opposer,no_match,,,False,,,,
opposé,0,0,1,oppose,no_match,,,False,,,,
opération,0,0,1,operation,no_match,,,False,,,,
opérations,0,0,1,operations,no_match,,,False,,,,
original,0,0,1,original,no_match,,,False,,,,
originale,0,0,1,originale,no_match,,,False,,,,
ouragan,0,0,1,ouragan,no_match,,,False,,,,
ouragans,0,0,1,ouragans,no_match,,,False,,,,
parlait,0,0,1,parlait,no_match,,,False,,,,
particulières,0,0,1,particulieres,no_match,,,False,,,,
parties,0,0,1,parties,no_match,,,False,,,,
party,0,0,1,party,no_match,,,False,,,,
parvenaient,0,0,1,parvenaient,no_match,,,False,,,,
parvenir,0,0,1,parvenir,no_match,,,False,,,,
passe,0,0,1,passe,no_match,,,False,,,,
patron,0,0,1,patron,no_match,,,False,,,,
patrons,0,0,1,patrons,no_match,,,False,,,,
paysage,0,0,1,paysage,no_match,,,False,,,,
paysages,0,0,1,paysages,no_match,,,False,,,,
peines,0,0,1,peines,repaired_high,,,False,peine,tristesse,high,inflected_or_extended_marker
peinture,0,0,1,peinture,no_match,,,False,,,,
peintures,0,0,1,peintures,no_match,,,False,,,,
perd,0,0,1,perd,no_match,,,False,,,,
perde,0,0,1,perde,no_match,,,False,,,,
perdues,0,0,1,perdues,no_match,,,False,,,,
petite,0,0,1,petite,no_match,,,False,,,,
peuples,0,0,1,peuples,no_match,,,False,,,,
photographie,0,0,1,photographie,no_match,,,False,,,,
photographies,0,0,1,photographies,no_match,,,False,,,,
piste,0,0,1,piste,no_match,,,False,,,,
pistes,0,0,1,pistes,no_match,,,False,,,,
plaisant,0,0,1,plaisant,exact,plaisant,amour,True,,,,
plaisent,0,0,1,plaisent,no_match,,,False,plaisant,amour,medium,same_prefix_fuzzy
pleuvoir,0,0,1,pleuvoir,no_match,,,False,,,,
plu,0,0,1,plu,no_match,,,False,,,,
pointu,0,0,1,pointu,no_match,,,False,,,,
pointus,0,0,1,pointus,no_match,,,False,,,,
poisson,0,0,1,poisson,no_match,,,False,,,,
poissons,0,0,1,poissons,no_match,,,False,,,,
positif,0,0,1,positif,no_match,,,False,,,,
positive,0,0,1,positive,no_match,,,False,,,,
possible,0,0,1,possible,no_match,,,False,,,,
possibles,0,0,1,possibles,no_match,,,False,,,,
possèdent,0,0,1,possedent,no_match,,,False,,,,
posséder,0,0,1,posseder,no_match,,,False,,,,
pourraient,0,0,1,pourraient,no_match,,,False,,,,
prestigieuses,0,0,1,prestigieuses,no_match,,,False,,,,
problèmes,0,0,1,problemes,no_match,,,False,,,,
promettre,0,0,1,promettre,no_match,,,False,,,,
promis,0,0,1,promis,no_match,,,False,,,,
proposent,0,0,1,proposent,no_match,,,False,,,,
proposer,0,0,1,proposer,no_match,,,False,,,,
protégé,0,0,1,protege,no_match,,,False,,,,
protégés,0,0,1,proteges,no_match,,,False,,,,
province,0,0,1,province,no_match,,,False,,,,
provinces,0,0,1,provinces,no_match,,,False,,,,
provoquant,0,0,1,provoquant,exact,provoquant,non_specifiee,True,,,,
provoque,0,0,1,provoque,repaired_high,,,False,provoquer,non_specifiee,high,truncated_prefix_marker
préoccupants,0,0,1,preoccupants,repaired_high,,,False,préoccupant,peur,high,inflected_or_extended_marker
